"Freq [GHz]","mag(St(2,2)) []"
1,0.49999969967454
1.00100025006252,0.499999697381287
1.00200050012503,0.499999695094593
1.00300075018755,0.499999692814682
1.00400100025006,0.499999690541779
1.00500125031258,0.499999688276109
1.00600150037509,0.499999686017901
1.00700175043761,0.499999683767381
1.00800200050013,0.499999681524781
1.00900225056264,0.49999967929033
1.01000250062516,0.499999677064263
1.01100275068767,0.49999967484681
1.01200300075019,0.499999672638209
1.0130032508127,0.499999670438694
1.01400350087522,0.499999668248502
1.01500375093773,0.499999666067874
1.01600400100025,0.499999663897047
1.01700425106277,0.499999661736264
1.01800450112528,0.499999659585766
1.0190047511878,0.499999657445796
1.02000500125031,0.499999655316599
1.02100525131283,0.499999653198421
1.02200550137534,0.499999651091508
1.02300575143786,0.499999648996109
1.02400600150038,0.499999646912474
1.02500625156289,0.499999644840852
1.02600650162541,0.499999642781495
1.02700675168792,0.499999640734655
1.02800700175044,0.499999638700588
1.02900725181295,0.499999636679547
1.03000750187547,0.499999634671789
1.03100775193798,0.499999632677572
1.0320080020005,0.499999630697153
1.03300825206302,0.499999628730792
1.03400850212553,0.49999962677875
1.03500875218805,0.499999624841289
1.03600900225056,0.499999622918671
1.03700925231308,0.499999621011161
1.03800950237559,0.499999619119022
1.03900975243811,0.499999617242522
1.04001000250063,0.499999615381928
1.04101025256314,0.499999613537507
1.04201050262566,0.499999611709528
1.04301075268817,0.499999609898263
1.04401100275069,0.499999608103982
1.0450112528132,0.499999606326957
1.04601150287572,0.499999604567462
1.04701175293823,0.49999960282577
1.04801200300075,0.499999601102158
1.04901225306327,0.499999599396901
1.05001250312578,0.499999597710276
1.0510127531883,0.499999596042562
1.05201300325081,0.499999594394038
1.05301325331333,0.499999592764983
1.05401350337584,0.499999591155679
1.05501375343836,0.499999589566408
1.05601400350088,0.499999587997452
1.05701425356339,0.499999586449095
1.05801450362591,0.499999584921622
1.05901475368842,0.499999583415317
1.06001500375094,0.499999581930468
1.06101525381345,0.499999580467361
1.06201550387597,0.499999579026285
1.06301575393848,0.499999577607528
1.064016004001,0.49999957621138
1.06501625406352,0.499999574838132
1.06601650412603,0.499999573488074
1.06701675418855,0.4999995721615
1.06801700425106,0.499999570858702
1.06901725431358,0.499999569579972
1.07001750437609,0.499999568325607
1.07101775443861,0.499999567095901
1.07201800450113,0.49999956589115
1.07301825456364,0.499999564711651
1.07401850462616,0.4999995635577
1.07501875468867,0.499999562429597
1.07601900475119,0.499999561327639
1.0770192548137,0.499999560252126
1.07801950487622,0.499999559203358
1.07901975493873,0.499999558181637
1.08002000500125,0.499999557187262
1.08102025506377,0.499999556220538
1.08202050512628,0.499999555281765
1.0830207551888,0.499999554371246
1.08402100525131,0.499999553489287
1.08502125531383,0.499999552636191
1.08602150537634,0.499999551812262
1.08702175543886,0.499999551017809
1.08802200550138,0.499999550253133
1.08902225556389,0.499999549518545
1.09002250562641,0.49999954881435
1.09102275568892,0.499999548140855
1.09202300575144,0.499999547498369
1.09302325581395,0.499999546887201
1.09402350587647,0.499999546307659
1.09502375593898,0.499999545760052
1.0960240060015,0.499999545244691
1.09702425606402,0.499999544761885
1.09802450612653,0.499999544311946
1.09902475618905,0.499999543895184
1.10002500625156,0.499999543511911
1.10102525631408,0.499999543162438
1.10202550637659,0.499999542847078
1.10302575643911,0.499999542566142
1.10402600650163,0.499999542319945
1.10502625656414,0.499999542108797
1.10602650662666,0.499999541933014
1.10702675668917,0.499999541792907
1.10802700675169,0.499999541688792
1.1090272568142,0.499999541620982
1.11002750687672,0.499999541589792
1.11102775693923,0.499999541595535
1.11202800700175,0.499999541638527
1.11302825706427,0.499999541719082
1.11402850712678,0.499999541837515
1.1150287571893,0.499999541994142
1.11602900725181,0.499999542189277
1.11702925731433,0.499999542423236
1.11802950737684,0.499999542696335
1.11902975743936,0.499999543008888
1.12003000750188,0.499999543361211
1.12103025756439,0.49999954375362
1.12203050762691,0.499999544186431
1.12303075768942,0.499999544659958
1.12403100775194,0.499999545174519
1.12503125781445,0.499999545730428
1.12603150787697,0.499999546328001
1.12703175793948,0.499999546967552
1.128032008002,0.499999547649399
1.12903225806452,0.499999548373856
1.13003250812703,0.499999549141237
1.13103275818955,0.499999549951859
1.13203300825206,0.499999550806036
1.13303325831458,0.499999551704083
1.13403350837709,0.499999552646315
1.13503375843961,0.499999553633045
1.13603400850213,0.499999554664589
1.13703425856464,0.499999555741259
1.13803450862716,0.49999955686337
1.13903475868967,0.499999558031234
1.14003500875219,0.499999559245166
1.1410352588147,0.499999560505478
1.14203550887722,0.499999561812482
1.14303575893973,0.49999956316649
1.14403600900225,0.499999564567815
1.14503625906477,0.499999566016767
1.14603650912728,0.499999567513657
1.1470367591898,0.499999569058797
1.14803700925231,0.499999570652496
1.14903725931483,0.499999572295064
1.15003750937734,0.499999573986809
1.15103775943986,0.499999575728042
1.15203800950238,0.499999577519069
1.15303825956489,0.499999579360198
1.15403850962741,0.499999581251737
1.15503875968992,0.499999583193992
1.15603900975244,0.49999958518727
1.15703925981495,0.499999587231874
1.15803950987747,0.49999958932811
1.15903975993999,0.499999591476283
1.1600400100025,0.499999593676694
1.16104026006502,0.499999595929648
1.16204051012753,0.499999598235445
1.16304076019005,0.499999600594388
1.16404101025256,0.499999603006776
1.16504126031508,0.49999960547291
1.16604151037759,0.499999607993088
1.16704176044011,0.499999610567607
1.16804201050263,0.499999613196767
1.16904226056514,0.499999615880863
1.17004251062766,0.49999961862019
1.17104276069017,0.499999621415043
1.17204301075269,0.499999624265717
1.1730432608152,0.499999627172503
1.17404351087772,0.499999630135693
1.17504376094024,0.49999963315558
1.17604401100275,0.499999636232451
1.17704426106527,0.499999639366597
1.17804451112778,0.499999642558305
1.1790447611903,0.499999645807862
1.18004501125281,0.499999649115553
1.18104526131533,0.499999652481664
1.18204551137784,0.499999655906477
1.18304576144036,0.499999659390275
1.18404601150288,0.49999966293334
1.18504626156539,0.499999666535951
1.18604651162791,0.499999670198387
1.18704676169042,0.499999673920925
1.18804701175294,0.499999677703843
1.18904726181545,0.499999681547414
1.19004751187797,0.499999685451913
1.19104776194048,0.499999689417613
1.192048012003,0.499999693444784
1.19304826206552,0.499999697533695
1.19404851212803,0.499999701684617
1.19504876219055,0.499999705897815
1.19604901225306,0.499999710173555
1.19704926231558,0.499999714512101
1.19804951237809,0.499999718913717
1.19904976244061,0.499999723378662
1.20005001250313,0.499999727907197
1.20105026256564,0.499999732499581
1.20205051262816,0.499999737156069
1.20305076269067,0.499999741876916
1.20405101275319,0.499999746662377
1.2050512628157,0.499999751512703
1.20605151287822,0.499999756428144
1.20705176294074,0.499999761408949
1.20805201300325,0.499999766455364
1.20905226306577,0.499999771567635
1.21005251312828,0.499999776746005
1.2110527631908,0.499999781990717
1.21205301325331,0.499999787302009
1.21305326331583,0.49999979268012
1.21405351337834,0.499999798125286
1.21505376344086,0.499999803637743
1.21605401350338,0.499999809217722
1.21705426356589,0.499999814865454
1.21805451362841,0.499999820581168
1.21905476369092,0.499999826365091
1.22005501375344,0.499999832217448
1.22105526381595,0.499999838138462
1.22205551387847,0.499999844128355
1.22305576394099,0.499999850187344
1.2240560140035,0.499999856315647
1.22505626406602,0.49999986251348
1.22605651412853,0.499999868781054
1.22705676419105,0.499999875118581
1.22805701425356,0.49999988152627
1.22905726431608,0.499999888004325
1.23005751437859,0.499999894552953
1.23105776444111,0.499999901172355
1.23205801450363,0.499999907862732
1.23305826456614,0.49999991462428
1.23405851462866,0.499999921457196
1.23505876469117,0.499999928361671
1.23605901475369,0.499999935337898
1.2370592648162,0.499999942386065
1.23805951487872,0.499999949506357
1.23905976494124,0.499999956698959
1.24006001500375,0.499999963964053
1.24106026506627,0.499999971301817
1.24206051512878,0.499999978712427
1.2430607651913,0.499999986196059
1.24406101525381,0.499999993752882
1.24506126531633,0.500000001383068
1.24606151537884,0.500000009086782
1.24706176544136,0.500000016864188
1.24806201550388,0.500000024715448
1.24906226556639,0.500000032640722
1.25006251562891,0.500000040640164
1.25106276569142,0.500000048713929
1.25206301575394,0.500000056862168
1.25306326581645,0.500000065085029
1.25406351587897,0.500000073382659
1.25506376594149,0.500000081755198
1.256064016004,0.50000009020279
1.25706426606652,0.500000098725569
1.25806451612903,0.500000107323672
1.25906476619155,0.500000115997229
1.26006501625406,0.500000124746371
1.26106526631658,0.500000133571223
1.26206551637909,0.500000142471908
1.26306576644161,0.500000151448547
1.26406601650413,0.500000160501258
1.26506626656664,0.500000169630154
1.26606651662916,0.500000178835348
1.26706676669167,0.500000188116949
1.26806701675419,0.500000197475061
1.2690672668167,0.500000206909787
1.27006751687922,0.500000216421227
1.27106776694174,0.500000226009478
1.27206801700425,0.500000235674633
1.27306826706677,0.500000245416782
1.27406851712928,0.500000255236012
1.2750687671918,0.500000265132407
1.27606901725431,0.500000275106049
1.27706926731683,0.500000285157015
1.27806951737935,0.500000295285379
1.27906976744186,0.500000305491212
1.28007001750438,0.500000315774584
1.28107026756689,0.500000326135558
1.28207051762941,0.500000336574195
1.28307076769192,0.500000347090555
1.28407101775444,0.500000357684691
1.28507126781695,0.500000368356655
1.28607151787947,0.500000379106495
1.28707176794199,0.500000389934256
1.2880720180045,0.50000040083998
1.28907226806702,0.500000411823702
1.29007251812953,0.50000042288546
1.29107276819205,0.500000434025282
1.29207301825456,0.500000445243197
1.29307326831708,0.500000456539229
1.29407351837959,0.500000467913397
1.29507376844211,0.500000479365719
1.29607401850463,0.500000490896208
1.29707426856714,0.500000502504873
1.29807451862966,0.500000514191721
1.29907476869217,0.500000525956753
1.30007501875469,0.500000537799969
1.3010752688172,0.500000549721365
1.30207551887972,0.50000056172093
1.30307576894224,0.500000573798653
1.30407601900475,0.500000585954519
1.30507626906727,0.500000598188506
1.30607651912978,0.500000610500592
1.3070767691923,0.500000622890749
1.30807701925481,0.500000635358946
1.30907726931733,0.50000064790515
1.31007751937984,0.500000660529319
