F [GHz],dB(S11)
4.000000000000002,-3.660954419840973
4.005000000000002,-3.658463519754768
4.010000000000002,-3.656024321459850
4.015000000000002,-3.653636802014884
4.020000000000002,-3.651300940995745
4.025000000000002,-3.649016720512924
4.030000000000002,-3.646784125229032
4.035000000000002,-3.644603142376450
4.040000000000002,-3.642473761775131
4.045000000000002,-3.640395975850525
4.050000000000002,-3.638369779651701
4.055000000000002,-3.636395170869623
4.060000000000002,-3.634472149855601
4.065000000000002,-3.632600719639947
4.070000000000002,-3.630780885950808
4.075000000000002,-3.629012657233230
4.080000000000002,-3.627296044668413
4.085000000000002,-3.625631062193220
4.090000000000002,-3.624017726519870
4.095000000000002,-3.622456057155947
4.100000000000002,-3.620946076424592
4.105000000000002,-3.619487809484984
4.110000000000002,-3.618081284353104
4.115000000000002,-3.616726531922753
4.120000000000002,-3.615423585986867
4.125000000000002,-3.614172483259138
4.130000000000002,-3.612973263395920
4.135000000000002,-3.611825969018482
4.140000000000002,-3.610730645735549
4.145000000000002,-3.609687342166203
4.150000000000002,-3.608696109963114
4.155000000000002,-3.607757003836143
4.160000000000002,-3.606870081576278
4.165000000000002,-3.606035404079965
4.170000000000002,-3.605253035373800
4.175000000000002,-3.604523042639655
4.180000000000002,-3.603845496240144
4.185000000000002,-3.603220469744545
4.190000000000002,-3.602648039955137
4.195000000000002,-3.602128286933955
4.200000000000002,-3.601661294029998
4.205000000000002,-3.601247147906871
4.210000000000002,-3.600885938570933
4.215000000000002,-3.600577759399871
4.220000000000002,-3.600322707171769
4.225000000000002,-3.600120882094703
4.230000000000002,-3.599972387836816
4.235000000000002,-3.599877331556898
4.240000000000002,-3.599835823935529
4.245000000000002,-3.599847979206738
4.250000000000002,-3.599913915190231
4.255000000000002,-3.600033753324166
4.260000000000003,-3.600207618698509
4.265000000000002,-3.600435640088999
4.270000000000002,-3.600717949991682
4.275000000000002,-3.601054684658092
4.280000000000002,-3.601445984131003
4.285000000000002,-3.601891992280923
4.290000000000002,-3.602392856843107
4.295000000000002,-3.602948729455358
4.300000000000003,-3.603559765696431
4.305000000000002,-3.604226125125168
4.310000000000002,-3.604947971320314
4.315000000000002,-3.605725471921103
4.320000000000002,-3.606558798668516
4.325000000000002,-3.607448127447350
4.330000000000002,-3.608393638329030
4.335000000000002,-3.609395515615199
4.340000000000002,-3.610453947882112
4.345000000000002,-3.611569128025866
4.350000000000002,-3.612741253308430
4.355000000000002,-3.613970525404544
