F [GHz],dB(S11)
4.000000000000002,-0.123628601677822
4.005000000000002,-0.121288092601897
4.010000000000002,-0.118961872092436
4.015000000000002,-0.116650102122396
4.020000000000002,-0.114352947757524
4.025000000000002,-0.112070577207855
4.030000000000002,-0.109803161880188
4.035000000000002,-0.107550876431476
4.040000000000002,-0.105313898823200
4.045000000000002,-0.103092410376726
4.050000000000002,-0.100886595829642
4.055000000000002,-0.098696643393150
4.060000000000002,-0.096522744810463
4.065000000000002,-0.094365095416274
4.070000000000002,-0.092223894197319
4.075000000000002,-0.090099343854017
4.080000000000002,-0.087991650863223
4.085000000000002,-0.085901025542160
4.090000000000002,-0.083827682113469
4.095000000000002,-0.081771838771458
4.100000000000002,-0.079733717749579
4.105000000000002,-0.077713545389090
4.110000000000002,-0.075711552209008
4.115000000000002,-0.073727972977305
4.120000000000002,-0.071763046783424
4.125000000000002,-0.069817017112113
4.130000000000002,-0.067890131918601
4.135000000000002,-0.065982643705128
4.140000000000002,-0.064094809598936
4.145000000000002,-0.062226891431596
4.150000000000002,-0.060379155819862
4.155000000000002,-0.058551874247953
4.160000000000002,-0.056745323151369
4.165000000000002,-0.054959784002225
4.170000000000002,-0.053195543396154
4.175000000000002,-0.051452893140795
4.180000000000002,-0.049732130345904
4.185000000000002,-0.048033557515123
4.190000000000002,-0.046357482639411
4.195000000000002,-0.044704219292213
4.200000000000002,-0.043074086726345
4.205000000000002,-0.041467409972678
4.210000000000002,-0.039884519940621
4.215000000000002,-0.038325753520446
4.220000000000002,-0.036791453687490
4.225000000000002,-0.035281969608264
4.230000000000002,-0.033797656748528
4.235000000000002,-0.032338876983313
4.240000000000002,-0.030905998708999
4.245000000000002,-0.029499396957417
4.250000000000002,-0.028119453512059
4.255000000000002,-0.026766557026428
4.260000000000003,-0.025441103144530
4.265000000000002,-0.024143494623603
4.270000000000002,-0.022874141459086
4.275000000000002,-0.021633461011873
4.280000000000002,-0.020421878137903
4.285000000000002,-0.019239825320125
4.290000000000002,-0.018087742802890
4.295000000000002,-0.016966078728782
4.300000000000003,-0.015875289277964
4.305000000000002,-0.014815838810090
4.310000000000002,-0.013788200008780
4.315000000000002,-0.012792854028767
4.320000000000002,-0.011830290645714
4.325000000000002,-0.010901008408776
4.330000000000002,-0.010005514795944
4.335000000000002,-0.009144326372234
4.340000000000002,-0.008317968950732
4.345000000000002,-0.007526977756600
4.350000000000002,-0.006771897594082
4.355000000000002,-0.006053283016489
4.360000000000002,-0.005371698499346
4.365000000000002,-0.004727718616641
4.370000000000002,-0.004121928220276
4.375000000000002,-0.003554922622794
4.380000000000002,-0.003027307783401
4.385000000000003,-0.002539700497352
4.390000000000002,-0.002092728588769
4.395000000000002,-0.001687031106941
4.400000000000002,-0.001323258526160
4.405000000000002,-0.001002072949164
4.410000000000002,-0.000724148314236
4.415000000000002,-0.000490170606031
4.420000000000002,-0.000300838070168
4.425000000000003,-0.000156861431708
4.430000000000002,-0.000058964117488
4.435000000000002,-0.000007882482468
4.440000000000002,-0.000004366040108
4.445000000000002,-0.000049177696827
4.450000000000002,-0.000143093990656
4.455000000000002,-0.000286905334105
4.460000000000002,-0.000481416261348
4.465000000000003,-0.000727445679767
4.470000000000002,-0.001025827125930
4.475000000000002,-0.001377409026074
4.480000000000002,-0.001783054961191
4.485000000000002,-0.002243643936721
4.490000000000002,-0.002760070656965
4.495000000000002,-0.003333245804318
4.500000000000002,-0.003964096323319
4.505000000000003,-0.004653565709643
4.510000000000003,-0.005402614304111
4.515000000000002,-0.006212219591746
4.520000000000002,-0.007083376505978
4.525000000000002,-0.008017097738096
4.530000000000002,-0.009014414051953
4.535000000000002,-0.010076374604042
4.540000000000002,-0.011204047269042
4.545000000000003,-0.012398518970839
4.550000000000003,-0.013660896019129
4.555000000000002,-0.014992304451717
4.560000000000002,-0.016393890382506
4.565000000000002,-0.017866820355302
4.570000000000002,-0.019412281703504
4.575000000000002,-0.021031482915743
4.580000000000002,-0.022725654007517
4.585000000000002,-0.024496046898955
4.590000000000003,-0.026343935798725
4.595000000000002,-0.028270617594160
4.600000000000002,-0.030277412247729
4.605000000000002,-0.032365663199851
4.610000000000002,-0.034536737778159
4.615000000000002,-0.036792027613262
4.620000000000002,-0.039132949061118
4.625000000000002,-0.041560943631991
4.630000000000003,-0.044077478426172
4.635000000000003,-0.046684046576407
4.640000000000002,-0.049382167697212
4.645000000000002,-0.052173388341018
4.650000000000002,-0.055059282461308
4.655000000000002,-0.058041451882709
4.660000000000002,-0.061121526778173
4.665000000000002,-0.064301166153242
4.670000000000003,-0.067582058337459
4.675000000000003,-0.070965921483015
4.680000000000002,-0.074454504070585
4.685000000000002,-0.078049585422486
4.690000000000002,-0.081752976223152
4.695000000000002,-0.085566519046958
4.700000000000002,-0.089492088893417
4.705000000000002,-0.093531593729830
4.710000000000003,-0.097686975041354
4.715000000000003,-0.101960208388518
4.720000000000002,-0.106353303972248
4.725000000000002,-0.110868307206357
4.730000000000002,-0.115507299297542
4.735000000000002,-0.120272397832882
4.740000000000002,-0.125165757374828
4.745000000000002,-0.130189570063683
4.750000000000003,-0.135346066227585
4.755000000000003,-0.140637514999900
4.760000000000003,-0.146066224944110
4.765000000000002,-0.151634544686070
4.770000000000002,-0.157344863553655
4.775000000000002,-0.163199612223715
4.780000000000002,-0.169201263376339
4.785000000000002,-0.175352332356311
4.790000000000003,-0.181655377841762
4.795000000000003,-0.188113002519876
4.800000000000003,-0.194727853769631
4.805000000000002,-0.201502624351450
4.810000000000002,-0.208440053103692
